0.07	Barquita
7.10	Barquita
54.00	Maleta
73.00	Maletas
4.89	Maceta
91.00	Recipiente
78.00	Estropajo
0.11	Emb.
15.88	Bolsa
159.49	Bolsa
25.46	Bolsa
0.03	Bolsa
18.50	Bolsa
25.00	Bandejita
20.59	Caja
0.21	Caja
27.91	Cajas
48.00	Caja
20.00	Mesita
13.50	Pizza
42.17	Bandeja
68.19	Bandeja
57.17	Bandeja
0.03	Cuchillo
72.71	Cuchara
54.00	Bolsa
0.06	Vaso
0.05	Tapa
29.00	Ambient.
8.60	Gel
37.31	Pasta
0.06	Toallitas
75.00	Plato
49.00	Plato
57.00	Plato
105.00	Plato
106.79	Bolsa
50.04	Vaso
75.09	Tubo
75.11	Tubo
69.78	Tubo
99.11	Soporte
8.24	Delantal
9.25	Delantal
190.00	Cubrezapatos
253.00	Guante
27.78	Pinza
4.76	Bolsa
30.38	Ambient.
3.48	Bote
30.82	Dispensador
50.00	Cubo
45.22	Escobilla
41.41	Dispensador
29.00	Proteccion
135.00	Champu
135.00	Gel
132.00	Jaboncito
1.69	Sacacorchos
60.48	Envase
75.96	Recipiente
60.86	Tapa
26.40	Ca�a
3.75	Pinchito
12.60	Ca�as
0.98	Palillos
4.40	Ca�ita
39.38	Servilletas
39.38	Servilletas
3.47	Papelera
10.00	Porta
5.00	Porta
2.20	Pinzas
22.80	Toalleta
2.61	Copa
6.67	Servicio
101.85	Placa
500.00	Cartelera
1.02	Guantes
8.00	Rotulador
1.02	Guantes
8.00	Rotulador
8.15	Cubiertas
1.09	Bloc
4.20	Rejilla
8.00	placa
9.00	placa
3.69	Pincel
2.76	Pincel
32.00	Vaso
1.60	Perchas
17.00	Bandera
17.00	Bandera
17.00	Bandera
17.00	Bandera
17.00	Bandera
17.00	Bandera
17.00	Bandera
5.99	Cortadores
10.14	Moldes
2.08	Tapon
2.52	Ca�ita
16.60	Copa
66.00	Guante
187.72	Bata
3.44	Espatula
70.20	Bolsa
0.86	Sacatapas
33.00	Armario
27.84	Pa�uelos
12.50	carteles
15.00	Dispensador
202.85	Envase
8.73	Rollo
8.63	D-c
8.73	Rollo
8.73	Rollo
8.73	Rollo
9.93	D-c
5.54	Rusch
5.54	Rutsch
5.54	Rutsch
3.64	Blonda
2.67	Blonda
3.32	Desingel
3.88	Fregasuelo
14.62	Torre
25.54	Portarrollo
38.14	Moblenet
28.00	Dispensador
6.00	Delantal
4.80	Delantal
5.80	Delantal
3.60	Mandil
5.36	Delantal
20.00	Brochas
0.15	Tarrina
2.56	Limpiador
33.00	Cesta
32.00	Cesta
4.67	Cesta
7.00	Cesta
4.70	Trucongo
2.90	Trucongo
3.53	Trucongo
2.96	Trucongo
3.83	Trucongo
14.40	Gel
13.60	Fregasuelos
17.96	Rack
108.72	Set
18.12	Set
20.00	Cubo
37.00	Cartel
3.35	Restregador
0.09	Embase
6.99	Twins
2.82	Desincrust.
7.51	Rejilla
5.89	Rejilla
34.21	Rollo
26.70	Cartelera
0.08	Pastilla
0.36	Jaboncillo
48.00	Recambio
7.00	Dispensador
0.23	Gorro
125.00	Calzador
0.03	Banda
29.75	Bolsa
12.50	Peine
92.50	Gorro
0.20	Tarrina
0.06	Tapa
35.00	Detergente
6.00	Mascarilla
11.25	Cepillo
5.40	Delantal
46.63	Paellera
49.02	Botellero
0.04	Vaso
1.84	Tapa
0.60	Ca�as
3.05	Palas
13.88	Tabla
22.25	Suavizante
30.59	Carbonato
33.10	Pasta
10.71	Caramelo
10.71	Caramelo
2.28	Taza
1.00	Bolsa
0.96	Cotillon
5.30	Lubacin
1.00	Lavavajillas
31.25	Lavamatic
5.71	Fregasuelo
20.03	Recogedor
25.30	Papelera
10.00	Bolsas
3.75	Precinto
0.87	Descapsulador
9.44	Jarra
32.41	Felpudo
40.50	Felpudo
40.50	Felpudo
32.40	Felpudo
36.00	Felpudo
6.73	Tabla
8.34	Blonda
7.90	Blondas
2.62	Blonda
3.00	Blonda
6.55	Blonda
10.06	Blonda
48.00	Blonda
15.00	Blonda
6.61	Blonda
11.50	Blonda
9.10	Blkonda
12.90	Blonda
22.40	Blonda
2.94	Pala
5.94	Blonda
19.00	Blonda
23.39	Abrillant.
1.12	Cuchillo
2.01	Tenedor
7.77	Espatula
15.96	Cuchillo
3.12	Pinza
26.14	Cochillo
35.29	Cuchillo
1.64	Percha
0.54	Tenedor
28.89	Cuchara
20.43	Colador
19.50	Manguera
1.94	Tapon
7.51	Cuchillo
16.25	Bandeja
24.50	Bandeja
14.50	Platos
53.06	Petaca
75.30	Petaca
44.61	Papel
58.70	Cubo
26.40	Recipiente
0.50	Tapa
60.00	Recipiente
1.77	Recambio
0.05	Tapa
0.06	Tapa
33.09	Tapa
116.04	Envase
7.00	Capsulas
19.68	Porta
0.05	Bolsa
121.12	Bolsa
193.50	Bolsa
145.56	Bolsa
199.75	Bolsa
27.36	Sarten
3.05	Toallitas
8.95	Papelera
114.00	Brazaletes
13.17	Papelera
8.63	Floor
37.50	Mantel
89.49	Cubo
9.68	Haragan
242.20	Carro
1.20	Copa
4.60	Brillo
108.30	Envase
4.33	Car
21.06	Disp.
0.27	Embase
19.21	Caja
0.15	Envase
12.00	Recipiente
7.86	Foco
10.00	Serv.
420.64	Disp.
2.10	Plato
2.07	S.c.
71.20	Lavamatic
47.90	Brillomatic
93.50	Brillomatic
13.92	Deseng.
9.30	Lona
5.00	Ara�uela
24.61	Belcro
24.00	Cuchillo
21.00	Cuchillo
28.00	Cuchilla
3.97	Tabla
50.00	Termometro
4.50	Enpolvador
0.95	Guante
19.00	Manga
1.65	Guante
233.81	Balanza
272.50	Carro
20.12	Copa
5.15	Tabla
45.09	Multiuso
37.17	Cubeta
18.09	Cajon
0.72	Guantes
0.05	Plato
50.95	Formula
23.15	Suavizante
1.50	Papel
58.45	Q-gas
0.82	Limpiador
9.00	Desengrasante
0.98	Desengrasante
1.00	Limpiacristales
1.77	Antical
5.10	Gel
0.06	Bolsa
0.55	Bolsa
25.80	Mantelito
65.00	Bolsa
115.00	Bolsa
253.00	Bolsa
350.00	Bolsa
14.80	Amoniaco
25.24	Cubo
14.85	Contenedor
54.69	Escalera
25.59	Cubo
25.33	Jonmatic
1.87	Maceta
2.28	Sprint
2.72	Pila
3.67	Maceta
151.38	Contenedor
0.19	Embase
22.84	Tarrina
7.21	Raid
89.49	Cubo
4.63	Contenedor
2.50	Tapa
10.47	Bobina
0.23	Bandeja
9.78	Raid
14.80	Tapa
0.40	Capsula
0.34	Capsula
67.50	Toalleta
15.96	Papel
3.53	Lavavajillas
4.16	Bobina
1.23	Hilo
86.18	Papelera
172.58	Papelera
181.80	Carro
1.56	Cinta
630.00	Carro
29.93	Desengrasante
25.71	Desengras.
3.12	Cubo
89.49	Cubo
6.80	Papelera
2.84	Cepillo
2.12	Cepillo
29.00	Raqueta
0.96	Vaso
2.58	Tapa
3.85	Copa
3.40	Vaso
3.43	Vaso
3.55	Copa
3.53	Copa
3.42	Copa
33.00	Servilleta
40.24	Kanfort
100.19	Bolsa
13.59	Fuente
3.24	Plato
65.14	Bolsa
4.88	Plato
5.35	Mango
6.04	Fervik
8.36	Fervik
8.07	Bobina
15.52	Bobina
4.85	Cubo
7.48	Lejia
8.87	Lejia
8.87	Lejia
7.75	Lejia
24.79	Lejia
18.93	Limpiador
17.79	Limpia
38.62	Lp-09
17.38	Limpiasuelos
11.00	Suavizante
16.35	Amoniaco
28.70	Desengrasante
8.87	Lejia
149.80	Silla
32.30	Bandeja
109.00	Papelera
126.10	Papelera
6.68	Pincho
59.12	Vaso
0.04	Vaso
2.86	Champu
0.04	Tapa
98.54	Cajas
2.52	Tescoma
6.42	Maquina
60.10	Fluorecente
4.95	Chupetes
4.19	Pronto
32.24	Spray
0.53	Cuchara
13.80	Papel
4.34	Juego
149.25	Suma
20.66	Alcohol
78.72	Armario
0.21	Portamenu
63.17	Envase
0.03	Cucharilla
0.55	Cucharilla
0.02	Tenedores
0.35	Cuchillos
0.03	Tenedor
0.35	Tenedores
0.03	Cuchara
0.35	Cucharas
11.98	Zum
388.70	Catermax
10.20	Rollo
9.60	Sopote
36.22	Soporte
1.02	Guante
25.60	Limpiador
2.54	Pelotas
19.46	Detergente
47.00	Detergente
51.72	Toallitas
7.30	Guantes
17.73	Tubo
30.42	Paquete
0.30	Almohadilla
99.18	Secador
116.62	Secador
280.00	Secador
341.69	Sec.
319.70	Secador
74.40	Secador
7.80	Abanico
14.83	Abanico
0.00	Abono
6.61	Abanico
12.62	Abrillantador
14.74	Abrillantador
21.77	Dosificador
21.77	Dosificador
11.95	Jabonera
15.39	Lejia
1.68	Antical
2.55	Garrafa
30.68	Dispensador
31.68	Portarrollo
31.38	Dispensador
20.26	Dispensador
0.87	Bot.
26.10	Portarrollo
71.50	Toallero
32.77	Dispensador
23.92	Dispensador
8.67	Agua
16.40	Toallero
23.13	Toallero
23.26	Toallero
6.38	Servilletero
9.93	Dispens.
35.17	Dispensador
8.63	Difusor
93.32	Parrilla
108.70	Parrilla
5.89	Ambientador
5.71	Ambientador
5.89	Ambientador
3.74	Ambient.
5.29	Botella
110.57	Botella
5.71	Insecticida
5.71	Insecticida
1.95	Aluminio
2.55	Rollo
12.62	Aluminio
12.77	Adaptador
38.16	Portakleenex
17.29	Aluminio
310.50	Carro
396.67	Carro
28.56	Papelera
34.40	Papel.
34.40	Papel.
21.06	Papelera
23.15	Papelera
28.56	Papelera
24.94	Papelera
81.41	Cenicero
62.96	Cenicero
36.66	Papelera
52.10	Cenicero
94.14	Papelera
49.86	Cenicero
158.98	Papelera
138.98	Papelera
7.20	Tapa
144.00	Carro
131.35	Carro
95.78	Cenicero
137.40	Papelera
28.95	Papelera
46.59	Cenicero
52.25	Cenicero
80.60	Cenicero
70.40	Cen.
101.87	Cenicero
45.99	Papelera
75.14	Papelera
71.52	Papelera
93.92	Papelera
73.71	Cenicero
101.27	Papelera
68.84	Papelera
107.40	Papelera
65.28	Perchero
74.84	Perchero
61.29	Perchero
45.72	Perchero
63.66	Perchero
31.90	Cenicero
28.92	Paraguero
28.98	Paraguero
28.98	Paraguero
5.50	Alfombra
0.30	Almohadilla
62.22	Dosificador
64.02	Dosificador
66.50	Portarollos
	
21.85	Ambientador
136.76	Rollo
56.23	Alfombra
1.86	Ambientador
103.13	Abrillantador
15.30	Ambientador
2.25	Antical
18.45	Ambientador
11.99	Ambientador
5.71	Ambientador
5.71	Ambientador
5.95	Insecticida
5.95	Insecticida
3.23	Ambientador
4.29	Antimosquitos
18.45	Ambientador
3.23	Ambientador
77.60	Soporte
38.31	Soporte
2.40	Antorchas
16.72	Antioxido
7.21	Animales
63.83	Aceite
99.00	Bidon
38.79	Sabana
4.59	Papel
3.97	Pack
0.00	Aparato
0.75	Pa�uelo
5.86	Numeros
17.67	Bobina
11.90	Bobina
1.35	Pack
1.35	Pack
1.35	Pack
14.74	Bobina
4.22	Pack
20.77	Bobina
0.16	Argollas
39.12	Mantel
3.26	Ambientador
4.52	Ambrosia
16.60	Antical
47.78	Escobillero
42.50	Delenex
125.20	Barra
87.44	Barra
97.98	barra
51.98	Barra
37.54	Barra
7.21	Auyentador
15.16	Brillo
0.30	Blonda
0.75	Bolsa
11.42	Bolsa
7.21	Bolsa
15.85	Bensons
7.74	Blonda
3.85	Bandeja
22.10	Bandeja
16.38	Bandeja
14.95	Bandeja
951.42	Bascula
399.81	Bascula
240.00	Secador
110.00	Secador
12.62	Bobina
0.27	Bolsa
0.21	Bolsa
0.27	Bolsa
39.61	Bolsa
0.48	Bolsa
0.51	Bolsa
0.48	Bolsa
0.57	Bolsa
0.75	Bolsa
0.60	Bolsa
0.58	Bolsa
36.21	Bolsa
48.00	Bolsa
48.75	Bolsa
0.13	Bolsa
0.21	Bolsa
0.11	Bolsa
0.11	Bolsa
0.11	Bolsa
0.12	Bolsa
0.11	Bolsa
0.12	Bolsa
0.09	Bolsa
20.35	Bolsa
0.11	Bolsa
0.12	Bolsa
0.16	Bolsa
43.20	Bolsa
43.20	B.
0.11	Bolsa
0.11	Bolsa
63.00	Bolsa
0.75	Bolsa
9.33	Bote
0.04	Bolsa
3.32	Blonda
4.04	Blonda
2.52	Bolsa
3.67	Bolsa
0.01	Bolsa
3.26	Bolsa
3.61	Bolsa
0.02	Bolsa
6.00	Bolsa
77.33	Bolsa
5.71	Bolsa
75.95	Bolsa
51.11	Bolsa
5.89	Bolsa
5.89	Bolsa
7.45	Bolsa
8.87	Bolsa
12.62	Bolsa
0.09	Bolsa
0.15	Bolsa
0.32	Banderas
9.81	Desinfectante
7.58	Blonda
7.21	Bolsa
11.43	Bolsa
0.03	Bolsas
6.00	Bolsa
1.17	Blonda
3.50	Blonda
9.33	Blonda
79.49	Mantel
2.34	Bayeta
4.46	Banderillas
4.82	Tapon
29.16	Bengalas
7.81	Belmont
11.09	Banderas
0.08	Bandeja
5.02	Botellita
3.17	Bolsas
0.02	Bolsa
44.79	Blanqueante
1.05	Bengala
1.38	Betun
1.20	Blonda
1.92	Blonda
2.10	Blonda
7.21	Blonda
10.53	Blonda
3.86	Blonda
5.26	Blonda
